"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1853,289,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1854,289,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1854,289,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1854,289,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1855,289,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1856,289,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1857,289,6,"Do the design and review team members have capacity to actively support  the project?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1858,289,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1859,289,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","No",0,"Negative","Response Valued < 0.50"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1861,289,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1861,289,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1861,289,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1863,289,15,"Does the project schedule include all standard practice design milestones?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1864,289,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1865,289,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1865,289,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1865,289,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1866,289,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1867,289,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1867,289,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1868,289,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1869,289,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1870,289,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1871,289,34,"Does the project have a current risk register?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1872,289,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","High",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1873,289,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","No",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1874,289,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1878,289,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1885,289,32,"Did the deliverable meet established design milestone expectations?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1877,289,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","No",0,"Negative","Response Valued < 0.50"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1879,289,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1879,289,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1880,289,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1881,289,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1882,289,26,"Have all specifications gone through a rigorous QC process? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1883,289,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1884,289,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1884,289,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",1918,186,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
